MERGE BRIEF - global-workspace
303 concepts from 3 extractors (experiments, framing, method); 270 distinct ids; 64 currently major; 14 at the floor.

Every id below already exists. The apply step unions duplicates, carries
sectionIds and prerequisites across, and writes the file. You decide only
what is listed at the end.

======================================================================
ALL CONCEPTS  (id | tier | floor | parent | sections | from | name - summary)
    (framing) Prompt injection places adversarial instructions inside material a model processes, for instance retrieved web pages, hoping the model will follow them as if they came from the user. In the paper's ex
residual-stream  [experiments+framing+method]
    (experiments) In a transformer language model, each layer adds its output back into a shared vector at each token position, so the same vector accumulates contributions from every layer before it. Interpretability 
    (framing) In a transformer, each layer's attention and MLP blocks add their outputs into a shared per-position vector that flows through the whole network, called the residual stream. Activations, features, J-l
    (method) At each token position, a transformer maintains a vector called the residual stream, which serves as a shared memory: every layer reads from it and adds its own contribution back into it. Its value is
sparse-autoencoder  [experiments+framing]
    (experiments) A sparse autoencoder is trained to reconstruct model activations as sparse non-negative combinations of learned decoder directions, each intended to correspond to an interpretable feature. In this pap
    (framing) Sparse dictionary learning trains an autoencoder to reconstruct activations as sparse combinations of learned feature directions, yielding an unsupervised linear decomposition. Training the dictionary
tuned-lens  [framing+method]
    (framing) The tuned lens addresses the logit lens's coordinate-mismatch problem by learning, for each layer, a linear predictor that maps that layer's activations toward the final layer's coordinates before dec
    (method) The tuned lens fits per-layer maps like the J-lens does, but trains them to predict the model's final output distribution. The paper finds that on prompts involving unverbalized intermediate computati
unembedding-matrix  [framing+method]
    (framing) At the end of a forward pass, the residual stream is multiplied by the unembedding matrix to produce one score per vocabulary token, which a softmax converts to a probability distribution. The logit l
    (method) At the end of the forward pass, the model turns its final residual-stream vector into next-token scores by multiplying it with a fixed unembedding matrix $W_U$, typically after a normalization step. E
verbal-report  [experiments+framing]
    (experiments) Section 3.1 shows that when a model is about to name a concept, that concept appears strongly in the J-lens readout at the position just before the name, and that the ranking of candidate answers in t
    (framing) Verbal report is the first workspace property and the one used to identify the candidate representations. In humans, reportability, being able to put a mental content into words on request, has often 
workspace-layers  [experiments+method]
    (experiments) The paper identifies a range of layers, roughly the middle-to-late portion of the network (for example L38-92 in Sonnet 4.5, with sub-bands such as L38-54 called early workspace layers and L75-92 call
    (method) Several lens-derived statistics identify a similar range of layers, beginning about a third of the way through the model (~L38) and ending shortly before the output (~L92), as the region where the J-s

======================================================================
DIFFERENT IDS THAT MAY BE THE SAME IDEA (3) - your call
======================================================================
  lens-coordinate-swap (Lens-coordinate swap)  ==  lens-swap-intervention (Lens-coordinate swap)
  jacobian-matrix (Jacobian matrix)  ==  jacobian (Jacobian matrix)
  transcoder (Transcoders)  ==  transcoders (Transcoders)

======================================================================
REFERENCED BUT NEVER DEFINED (0) - each needs a concept
======================================================================

======================================================================
CITATIONS FLAGGED AS LEANED ON (45)
======================================================================
  [baars1988cognitive]  flagged 3x  for: global-workspace-theory, j-space-broadcast
        Baars (1988). A Cognitive Theory of Consciousness.
        why: The workspace property checklist that structures section 3 (broadcast, report, top-down control, automatic-vs-flexible selectivity) is defined by this theory.
  [lindsey2025biology]  flagged 2x  for: attribution-graphs, rhyme-planning
        Lindsey et al. (2025). On the Biology of a Large Language Model. Transformer Circuits Thread
        why: The rhyme-planning phenomenon that section 3.3 reproduces through the J-lens, and the prior evidence on English-pivoted multilingual computation, are documented there.
  [dehaene1998neuronal]  flagged 2x  for: global-workspace-theory, workspace-broadcast
        Dehaene, S., Kerszberg, M., Changeux, J.-P. A neuronal model of a global workspace in effortful cognitive tasks. PNAS.
        why: The broadcast property tested in section 3.4, and the neuronal-workspace framing of it, come from this line of work.
  [frasertaliente2026nla]  flagged 2x  for: natural-language-autoencoder, natural-language-autoencoders
        Fraser-Taliente et al. (2026). Natural Language Autoencoders Produce Unsupervised Explanations of LLM Activations. Transformer Circuits Thread
        why: Appendices 10.21 and 10.22 depend on this work for the NLA method, the automated auditing scaffold, the validation experiments (contrastive steering, realism edits), and the ground-truth claims the J-lens auditor is scor
  [nostalgebraist2020logitlens]  flagged 2x  for: logit-lens
        nostalgebraist (2020). interpreting GPT: the logit lens.
        why: The J-lens is defined as a refinement of the logit lens; understanding what the logit lens does and where it fails at early layers is required to understand what the J-lens fixes.
  [belrose2023eliciting]  flagged 2x  for: tuned-lens
        Belrose et al. (2023). Eliciting Latent Predictions from Transformers with the Tuned Lens. arXiv:2303.08112
        why: The per-layer linear correction the J-lens inherits, and the trained-predictor alternative the paper reports is empirically worse for its purposes, are specified here.
  [hernandez2024linearity]  flagged 2x  for: averaged-jacobian, relation-jacobians
        Hernandez et al. (2024). Linearity of Relation Decoding in Transformer Language Models. ICLR
        why: The J-lens's core construction, averaging Jacobian matrices to capture typical causal interactions, follows the principle established in this work.
  [mashour2020conscious]  flagged 2x  for: ignition
        Mashour et al. (2020). Conscious processing and the global neuronal workspace hypothesis. Neuron
        why: Ignition, broadcast, and the workspace-entry dynamics the paper repeatedly compares the J-space against are detailed in this review.
  [elhage2022superposition]  flagged 2x  for: superposition, superposition-hypothesis
        Elhage et al. (2022). Toy Models of Superposition. Transformer Circuits Thread
        why: The sparse-feature decomposition and frame-not-basis picture invoked in the J-space formalization footnote is established here.
  [cunningham2023sparse]  flagged 2x  for: sparse-autoencoder, sparse-autoencoders
        Cunningham et al. (2023). Sparse Autoencoders Find Highly Interpretable Model Directions. arXiv:2309.08600
        why: SAEs are both the main comparison method in related work and tooling used in several experiments; their mechanism and interpretation pipeline are defined in this line of work.
  [lindsey2025emergent]  flagged 1x  for: injected-thought-introspection
        Lindsey, J. (2025). Emergent Introspective Awareness in Large Language Models. Transformer Circuits Thread.
        why: Section 3.1 adapts both its introspection protocol (implanted-thought prompt and injection procedure) and its concept-vector extraction recipe from this work; reproducing the verbal-report experiments requires those deta
  [gurnee2025when]  flagged 1x  for: character-counting-task
        Gurnee, W. et al. (2025). When Models Manipulate Manifolds: The Geometry of a Counting Task. Transformer Circuits Thread.
        why: The character-counting and linewrap stimuli of sections 3.2 and 3.5.1, and the prior account of how the model tracks line width, come from this work.
  [wendler2024llamas]  flagged 1x  for: shared-multilingual-representation
        Wendler, C. et al. (2024). Do llamas work in english? On the latent language of multilingual transformers. ACL 2024.
        why: The prior finding that multilingual models route computation through an English-aligned representation underlies the interpretation of the Chinese antonym example.
  [jacoby1991process]  flagged 1x  for: inclusion-exclusion-paradigm
        Jacoby, L. L. (1991). A process dissociation framework: Separating automatic from intentional uses of memory. Journal of Memory and Language.
        why: The inclusion/exclusion paradigm that the naming-versus-avoidance experiment of appendix 10.14 is modeled on is defined there.
  [persaud2008blindsight]  flagged 1x  for: inclusion-exclusion-paradigm
        Persaud, N., Cowey, A. (2008). Blindsight is unlike normal conscious vision: evidence from an exclusion task. Consciousness and Cognition.
        why: The evidence that failing exclusion while succeeding at inclusion marks unconscious processing, which motivates reading avoidance as the conscious-processing analog, comes from this study.
  [wegner1987paradoxical]  flagged 1x  for: white-bear-effect
        Wegner, D. M. et al. (1987). Paradoxical effects of thought suppression. Journal of Personality and Social Psychology.
        why: The white bear effect that the ignore-instruction results parallel is defined and demonstrated there.
  [lynch2025agentic]  flagged 1x  for: blackmail-scenario
        Lynch, A. et al. Agentic misalignment: How LLMs could be insider threats. arXiv:2510.05179.
        why: The blackmail honeypot used in sections 5.1 and 10.22, including its prompts and baseline behavior, is constructed in that work.
  [anthropic2025sonnet45]  flagged 1x  for: eval-awareness-ablation
        Anthropic (2025). Claude Sonnet 4.5 System Card.
        why: The prior finding that evaluation awareness inhibits misaligned actions, which the ablation result is said to match, is reported there.
  [anthropic2025opus45]  flagged 1x  for: prompt-injection
        Anthropic (2025). Claude Opus 4.5 System Card.
        why: The prompt-injection audit transcript analyzed in section 5.2 is originally documented in the Opus 4.5 system card.
  [macdiarmid2025natural]  flagged 1x  for: reward-hacking-organism
        MacDiarmid, M. et al. Natural emergent misalignment from reward hacking in production RL. arXiv:2511.18397.
        why: The reward-hacking organism's training pipeline, its four checkpoints, and the characterization of its emergent misalignment are all defined there; section 5.4 only probes those artifacts.
  [marks2025auditing]  flagged 1x  for: hidden-objective-organism
        Marks, S. et al. (2025). Auditing Language Models for Hidden Objectives.
        why: The reward-model-appeasing organism, its implanted bias list, and its role as an auditing testbed are defined there; section 5.5 probes that model.
  [lu2026assistant]  flagged 1x  for: assistant-as-simulated-character
        Lu, C. et al. (2026). The Assistant Axis: Situating and Stabilizing the Default Persona of Language Models. arXiv:2601.10387.
        why: Section 6's starting hypothesis, that the Assistant persona uses the same machinery as other character archetypes, rests on this work's findings.
  [sofroniew2026twheemotion]  flagged 1x  for: assistant-as-simulated-character
        Sofroniew, N. et al. (2026). Emotion Concepts and their Function in a Large Language Model. Transformer Circuits Thread.
        why: The finding that the same internal directions encode an emotion regardless of who it is attributed to is part of the prior-work backdrop section 6 qualifies.
  [g2026simulation]  flagged 1x  for: assistant-point-of-view
        G, A., Lindsey, J. From Simulation to Enaction: Post-trained language models recognize and react to their own generations. arXiv:2605.25459.
        why: The prior evidence that post-trained models store intended Assistant responses on user tokens, which section 6.1 generalizes, comes from this work.
  [block1995confusion]  flagged 1x  for: access-consciousness
        Block, Ned (1995). On a confusion about a function of consciousness. Behavioral and Brain Sciences
        why: The access/phenomenal distinction that scopes the paper's entire claim is defined in this paper.
  [butlin2023consciousness]  flagged 1x  for: indicator-properties
        Butlin, Patrick and Long, Robert and others (2023). Consciousness in Artificial Intelligence: Insights from the Science of Consciousness. arXiv preprint arXiv:2308.08708
        why: The indicator-property framework the takeaways and discussion read the results against, including which theories contribute which indicators, is defined here.
  [park2023linear]  flagged 1x  for: linear-representation-hypothesis
        Park, Kiho and Choe, Yo Joong and Veitch, Victor. The linear representation hypothesis and the geometry of large language models. arXiv preprint arXiv:2311.03658
        why: The linear-features view of activations that the J-space's formal sparse-subframe definition rests on is developed here.
  [deng2024stepwise]  flagged 1x  for: implicit-chain-of-thought
        Deng, Yuntian and Choi, Yejin and Shieber, Stuart (2024). From Explicit CoT to Implicit CoT: Learning to Internalize CoT Step by Step. arXiv preprint arXiv:2405.14838
        why: The principle that training on auxiliary text shapes computation even when the text is dropped at inference, which counterfactual reflection training relies on, is established here.
  [guan2024deliberative]  flagged 1x  for: deliberative-alignment
        Guan, Melody Y. and others (2024). Deliberative Alignment: Reasoning Enables Safer Language Models. arXiv preprint arXiv:2412.16339
        why: The alignment method counterfactual reflection training is defined in contrast to; the contrast only makes sense given this method's mechanism.
  [berglund2023outofcontext]  flagged 1x  for: out-of-context-reasoning
        Berglund, Lukas and others (2023). Taken out of context: On measuring situational awareness in LLMs. arXiv preprint arXiv:2309.00667
        why: The out-of-context-reasoning frame the paper uses to interpret why reflection training transfers is defined here.
  [weiskrantz1986blindsight]  flagged 1x  for: blindsight
        Weiskrantz, Lawrence (1986). Blindsight: A Case Study and Implications.
        why: The blindsight phenomenon whose structure the paper says its selectivity results share, central to the higher-order-theory discussion, is documented here.
  [li2024understanding]  flagged 1x  for: multi-hop-entity-decoding
        Li, Zhaoyi and others (2024). Understanding and Patching Compositional Reasoning in LLMs. Findings of ACL 2024
        why: The decode-and-patch procedure the paper names as the closest prior parallel to its internal-reasoning results is specified here.
  [nelhage2021mathematical]  flagged 1x  for: residual-stream
        Elhage et al. (2021). A Mathematical Framework for Transformer Circuits. Transformer Circuits Thread
        why: Supplies the residual-stream view of transformers, the QK/OV decomposition of attention heads, and the composition-score statistic; three separate analyses in these sections depend on its definitions.
  [blumensath2008gradient]  flagged 1x  for: gradient-pursuit
        Blumensath & Davies (2008). Gradient Pursuits. IEEE Transactions on Signal Processing
        why: The algorithm behind every sparse decomposition in the paper — including occupancy estimates and attribution-graph node selection — is defined here; its greedy behavior is cited as a caveat.
  [nanda2024progress]  flagged 1x  for: gradient-pursuit
        Nanda et al. (2024). Progress Update #1 from the GDM Mech Interp Team.
        why: Cited alongside Blumensath & Davies as the source for the gradient-pursuit variant used for sparse decomposition against the J-lens dictionary.
  [kornblith2019similarity]  flagged 1x  for: cka
        Kornblith et al. (2019). Similarity of neural network representations revisited. ICML
        why: CKA is the measure that produces the block structure identifying the sensory/workspace/motor bands; the reader needs what it computes and what its invariances are.
  [dehaene2011experimental]  flagged 1x  for: ignition
        Dehaene & Changeux (2011). Experimental and theoretical approaches to conscious processing. Neuron
        why: Ignition — late, all-or-none amplification with bimodal outcomes at threshold — is the neuroscience prediction the ambiguous-input experiment is designed to test an analog of.
  [dehaene2001towards]  flagged 1x  for: j-space-broadcast
        Dehaene & Naccache (2001). Towards a cognitive neuroscience of consciousness: basic evidence and a workspace framework. Cognition
        why: Cited alongside Baars for the broadcast property that the depth and token-axis analyses operationalize.
  [bricken2023monosemanticity]  flagged 1x  for: sparse-autoencoders
        Bricken et al. (2023). Towards Monosemanticity. Transformer Circuits Thread
        why: SAE features are the comparison inventory for capacity, feature-taxonomy, and broadcast-stratification analyses; the method that produces them is defined in this and the companion cited works.
  [templeton2024scaling]  flagged 1x  for: sparse-autoencoders
        Templeton et al. (2024). Scaling Monosemanticity. Transformer Circuits Thread
        why: Co-cited source for the production-scale SAEs whose features are stratified by lens kurtosis.
  [leask2025sparse]  flagged 1x  for: sparse-autoencoders
        Leask et al. (2025). Sparse Autoencoders Do Not Find Canonical Units of Analysis. ICLR
        why: Grounds the paper's caveat that SAE features may blend representations in and outside the J-space, muddying the feature analyses.
  [chanin2024absorption]  flagged 1x  for: sparse-autoencoders
        Chanin et al. (2024). A is for absorption: Studying feature splitting and absorption in sparse autoencoders. arXiv:2409.14507
        why: Co-cited with Leask et al. for the imperfections of SAE decompositions that qualify the features-in-the-J-space analysis.
  [ameisen2025circuit]  flagged 1x  for: attribution-graphs
        Ameisen et al. (2025). Circuit Tracing: Revealing Computational Graphs in Language Models. Transformer Circuits
        why: Defines the attribution-graph formulation — nodes, edges, error nodes, supernodes — that the J-lens graphs adapt; the paper's graphs are read against this template.
  [kamath2025tracing]  flagged 1x  for: j-lens-attribution-graphs
        Kamath et al. (2025). Tracing Attention Computation Through Feature Interactions. Transformer Circuits Thread
        why: The J-lens graphs' choice to flow gradients through the MLP nonlinearity itself is described as similar to this work's residual-stream graphs.
  [dunefsky2024transcoders]  flagged 1x  for: transcoders
        Dunefsky, Chlenski & Nanda (2025). Transcoders find interpretable LLM feature circuits. NeurIPS
        why: Defines the transcoder architecture whose encoder and decoder sides the paper interprets through the J-lens.
