MERGE BRIEF - monosemanticity
299 concepts from 3 extractors (experiments, framing, method); 288 distinct ids; 91 currently major; 9 at the floor.

Every id below already exists. The apply step unions duplicates, carries
sectionIds and prerequisites across, and writes the file. You decide only
what is listed at the end.

======================================================================
ALL CONCEPTS  (id | tier | floor | parent | sections | from | name - summary)
    (framing) Presented in the summary as evidence that features are causal rather than merely correlational: activating the base64 feature makes the model generate base64 text, and activating the Arabic script fea
single-token-features  [experiments+framing]
    (experiments) The paper labels a feature "single token" if, for all 20 examples in the top activation interval, the token with the largest activation is the same. The randomized transformer produces not only more o
    (framing) The paper's example is a high-magnitude feature firing on the token ' P' wherever it starts a word. These are puzzling because the model could get the same effect from different bigram statistics and 
sparse-autoencoder  [framing+method]
    (framing) It is trained not on text but on the transformer's MLP activations — 8 billion sampled activation vectors. The hidden layer is wider than the input, ranging from 512 (1×) to 131,072 (256×) units for a
    (method) The paper's dictionary learning approximation is a small MLP trained as an autoencoder: input weights act as the encoder, output weights as the decoder, and the hidden layer is much wider than the inp
true-features  [framing+method]
    (framing) The paper is explicit that this is a conjecture. On this picture, true features are often clustered into sets of similar features which the model puts in very tight superposition, and a finite diction
    (method) The paper reasons that because one-layer models are small they likely have fewer true features than larger models, so features learned by relatively small dictionaries might cover all of them. This is

======================================================================
DIFFERENT IDS THAT MAY BE THE SAME IDEA (2) - your call
======================================================================
  sae-decoder (Decoder as the dictionary)  ==  dictionary-decoder (Decoder as Dictionary)
  the-pile (The Pile)  ==  pile-dataset (The Pile)

======================================================================
REFERENCED BUT NEVER DEFINED (12) - each needs a concept
======================================================================
  polysemantic-neuron  (named 6x)
  features-as-directions  (named 4x)
  mlp-activations  (named 3x)
  neuron-basis  (named 2x)
  byte-pair-encoding  (named 2x)
  feature-activations  (named 2x)
  toy-models  (named 2x)
  unembedding-matrix  (named 1x)
  mlp-output-weights  (named 1x)
  residual-stream  (named 1x)
  features-as-a-decomposition  (named 1x)
  polysemantic-neurons  (named 1x)

======================================================================
CITATIONS FLAGGED AS LEANED ON (42)
======================================================================
  [elhage2022solu]  flagged 3x  for: solu, solu-base64-neuron, sparsity-of-natural-latent-variables
        Elhage, Nelson and Hume, Tristan and Olsson, Catherine and Nanda, Neel and Henighan, Tom and others (2022). Softmax Linear Units. Transformer Circuits Thread
        why: Two things lean on it: the prior base64 neuron that motivates the base64 case study and its universality claim across architectures, and the maximal-dataset-example evaluation weakness that the interval-sampling methodol
  [nelhage2021mathematical]  flagged 2x  for: mlp-activations-as-decomposition-target, path-expansion-logit-attribution
        Elhage, Nelson and Nanda, Neel and Olsson, Catherine and Henighan, Tom and Joseph, Nicholas and Mann, Ben and Askell, Amanda and Bai, Yuntao and Chen, Anna and Conerly, Tom and Das
        why: The logit weight $d_i W_{down} \pi L W_{unembed}$ is the paper's central downstream measurement and is defined only by reference to Framework's path expansion and its linearized layer norm treatment. Reproducing or trust
  [cammarata2020curve]  flagged 2x  for: causality-generality-purity, expected-value-plot
        Cammarata, Nick and Goh, Gabriel and Carter, Shan and Schubert, Ludwig and Petrov, Michael and Olah, Chris (2020). Curve Detectors. Distill
        why: The expected value plot is used to argue that impure weak activations do not matter much, both in section 3.1.1 and again in the section 4.1.5 caveats. How the weighting is constructed and what it is meant to show is spe
  [bills2023language]  flagged 2x  for: automated-interpretability
        Bills, Steven and Cammarata, Nick and Mossing, Dan and Tillman, Henk and Gao, Leo and Goh, Gabriel and Sutskever, Ilya and Leike, Jan and Wu, Jeff and Saunders, William (2023). Lan
        why: The entire automated interpretability pipeline is an adaptation of this protocol: explain-then-simulate, activations quantized 0–9, and the correlation score. The paper also explicitly deviates from its scoring mixture (
  [olah2023distributed]  flagged 2x  for: local-vs-compositional-codes, mutually-exclusive-features-in-superposition
        Olah, Christopher (2023). Distributed Representations: Composition & Superposition.
        why: The claim that mutually exclusive features such as languages are natural to place in superposition together is the paper's explanation for why the neuron most correlated with the Arabic feature mixes many non-English lan
  [elhage2022superposition]  flagged 2x  for: superposition-hypothesis, toy-model-ground-truth
        Elhage, Nelson and Hume, Tristan and Olsson, Catherine and Schiefer, Nicholas et al. (2022). Toy Models of Superposition. Transformer Circuits Thread
        why: The superposition hypothesis, the noisy-simulation mechanism, the role of feature sparsity, the isotropic geometry of feature directions, and the three strategies for resolving superposition are all defined there and ass
  [cunningham2023sparse]  flagged 2x  for: cunningham-et-al-parallel-work, untied-decoder-weights
        Cunningham, Hoagy and Ewart, Aidan and Smith, Logan and Huben, Robert and Sharkey, Lee. Sparse Autoencoders Find Highly Interpretable Model Directions. arXiv:2309.08600
        why: The main external evidence cited for sparse autoencoders working on larger models than the one-layer transformer here; the model sizes, autoencoder settings and interpretability metrics used there matter to that claim an
  [sharkey2022interim]  flagged 2x  for: mean-max-cosine-similarity, sparse-autoencoder
        Lee Sharkey and Dan Braun and Beren Millidge (2022). [Interim research report] Taking features out of superposition with sparse autoencoders.
        why: MMCS is named in Future Work as one of the three available metrics for comparing feature sets but never defined; this report also originates the sparse autoencoder approach the paper credits and the noise-injection findi
  [smith2023strong]  flagged 2x  for: linear-logit-effects, single-token-features
        Smith, Logan (2023). Really Strong Features Found in Residual Stream.
        why: Independently observed the single-token features that Section 5.2.2 explains, and supplies the German detector and title case detectors used as universality matches; the setting (residual stream of a six-layer model) dif
  [frey2014topk]  flagged 2x  for: topk-activation, untied-decoder-weights
        Alireza Makhzani and Brendan J. Frey (2013). k-Sparse Autoencoders. CoRR
        why: TopK is the direct alternative to this paper's L1 sparsity penalty; the training mechanics and behavior of a k-sparse autoencoder matter for judging the design choice.
  [gao2020pile]  flagged 2x  for: pile-dataset, the-pile
        Leo Gao et al. (2020). The Pile: An 800GB Dataset of Diverse Text for Language Modeling.
        why: The training corpus for both transformers; its composition directly determines which features exist (IRC, PLoS citations, license headers) and is required to reproduce the results.
  [bricken2023emergence]  flagged 2x  for: dead-neurons, noise-injection-for-interpretability
        Bricken, Trenton and Schaeffer, Rylan and Olshausen, Bruno and Kreiman, Gabriel. Emergence of Sparse Representations from Noise.
        why: The claim that noise injection increases interpretability by a route separate from an L1 penalty is a concrete suggested improvement to the method; the mechanism is not described here.
  [rumbelow2023solid]  flagged 1x  for: anomalous-token-exclusion
        Rumbelow, Jessica and Watkins, Matthew (2023). SolidGoldMagikarp (plus, prompt generation).
        why: Every logit weight histogram in sections 3 and 4 excludes extremely rare or never-used vocabulary elements on the grounds that they resemble these anomalous tokens. Knowing what those are and why their unembedding direct
  [huben2023update]  flagged 1x  for: cross-dictionary-mcs
        Huben, Robert (2023). [Research Update] Sparse Autoencoder features are bimodal.
        why: Appendix 15 suggests the bimodality of feature density might partially explain the bimodality in cross-dictionary MCS reported there. The MCS metric is never defined in this paper, so the suggested connection is unreadab
  [olah2017feature]  flagged 1x  for: classic-polysemantic-neuron-examples
        Olah, Chris and Mordvintsev, Alexander and Schubert, Ludwig (2017). Feature Visualization. Distill
        why: Section 3 anchors what polysemanticity looks like on the cat-face/car-front vision neuron. The example and the feature visualization technique that produced it are described there.
  [nanda2023patching]  flagged 1x  for: path-expansion-logit-attribution
        Nanda, Neel (2023). Attribution Patching: Activation Patching At Industrial Scale.
        why: Cited as similar work alongside the logit attribution method. Useful for placing the paper's linear logit weight approximation among related first-order attribution techniques, though the paper does not depend on it for 
  [hernandez2021natural]  flagged 1x  for: automated-interpretability
        Hernandez, Evan and Schwettmann, Sarah and Bau, David and Bagashvili, Teona and Torralba, Antonio and Andreas, Jacob. Natural language descriptions of deep visual features. Interna
        why: Cited jointly with Bills et al. as prior work on generating natural-language descriptions of units. Secondary to Bills et al. for reproducing the setup, but relevant for what automated interpretability is taken to mean h
  [gurnee2023finding]  flagged 1x  for: sparse-probing
        Gurnee, Wes et al. Finding Neurons in a Haystack: Case Studies with Sparse Probing. arXiv:2305.01610
        why: Cited both as independent evidence that features are in superposition and as the source of the prime-factors and French features matched in 5.3.2; the probing method determines how much weight either use can bear.
  [goh2021multimodal]  flagged 1x  for: multimodal-neurons
        Goh, Gabriel et al. (2021). Multimodal Neurons in Artificial Neural Networks. Distill
        why: The region, person and emotion neuron families are the yardstick for the paper's strongest universality claim and for its reported negative results; what those neurons are and how they were established is not restated he
  [henighan2023superposition]  flagged 1x  for: memorization-in-superposition
        Henighan, Tom et al. (2023). Superposition, Memorization, and Double Descent. Transformer Circuits Thread
        why: The mechanistic theory of memorization applied to the phrase-memorizing features in 5.4, including the memorization/generalization boundary and what memorized-in-superposition features should look like, comes entirely fr
  [scherlis2022polysemanticity]  flagged 1x  for: mse-loss-and-monosemanticity
        Scherlis, Adam et al. Polysemanticity and capacity in neural networks. arXiv:2210.01892
        why: Section 2.3's scope limit — that MSE models may actively prefer monosemantic solutions for some feature importance curves — is imported without argument; the conditions under which it holds decide how narrow the paper's 
  [jermyn2022engineering]  flagged 1x  for: engineering-monosemanticity
        Jermyn, Adam S, Schiefer, Nicholas and Hubinger, Evan. Engineering monosemanticity in toy models. arXiv:2211.09169
        why: The equal-loss-minima result on a compressed sensing task is the concrete hope for architectural monosemanticity that this paper reports failing to generalize; the task and the result's dependence on it are the substance
  [thorpe1989coding]  flagged 1x  for: local-code
        Thorpe, Simon J. Local vs. Distributed Coding. Intellectica
        why: The original source for the local/distributed coding distinction the paper's argument about token-in-context features depends on.
  [christiano2022anomaly]  flagged 1x  for: mechanistic-anomaly-detection
        Christiano, Paul (2022). Mechanistic anomaly detection and ELK.
        why: Named as a framing for the narrow phrase-memorizing features but not explained; what such detection would consist of determines whether the analogy holds.
  [kim2018disentangling]  flagged 1x  for: disentanglement
        Kim, Hyunjik and Mnih, Andriy (2018). Disentangling by factorising. ICML
        why: One of the two concrete disentanglement methods Section 6.2 uses to characterize the field; how independence is encouraged across latent dimensions is the mechanism being contrasted with superposition.
  [chen2016infogan]  flagged 1x  for: disentanglement
        Chen, Xi et al. Infogan: Interpretable representation learning by information maximizing generative adversarial nets. NeurIPS
        why: The second concrete disentanglement method cited; the mutual-information objective over a subset of latent factors is the mechanism being described.
  [yun2021transformer]  flagged 1x  for: undercomplete-basis
        Yun, Zeyu et al. Transformer visualization via dictionary learning. arXiv:2103.15949
        why: The prior state of the art for dictionary learning on transformer activations, and the undercomplete result this paper's overcomplete expansion is defined against.
  [nanda2023emergent]  flagged 1x  for: othello-linear-representation-debate
        Nanda, Neel, Lee, Andrew and Wattenberg, Martin. Emergent Linear Representations in World Models of Self-Supervised Sequence Models. arXiv:2309.00941
        why: The resolution of the apparent counterexample to features-as-directions; the alternative interpretation is what restores the linear representation hypothesis the paper's whole method assumes.
  [li2022emergent]  flagged 1x  for: othello-linear-representation-debate
        Li, Kenneth et al. Emergent world representations: Exploring a sequence model trained on a synthetic task. arXiv:2210.13382
        why: The apparent counterexample itself; knowing what was found and why it looked non-linear is needed to judge the exchange the paper treats as an update on the hypothesis.
  [kaplan2020scaling]  flagged 1x  for: scaling-laws-for-dictionary-learning
        Kaplan, Jared et al. Scaling laws for neural language models. arXiv:2001.08361
        why: The template for the kind of empirical law the authors say they want for dictionary learning; what such laws predict and how they are fitted is assumed known.
  [reif2019visualizing]  flagged 1x  for: token-in-context-features
        Coenen, Andy et al. Visualizing and measuring the geometry of BERT. NeurIPS
        why: Cited as the precedent for token-sense-in-context structure and the source of the German/English 'die' example used to argue some token-in-context features are intuitive.
  [olah2020zoom]  flagged 1x  for: universality
        Olah, Chris et al. (2020). Zoom In: An Introduction to Circuits. Distill
        why: One of the two sources for the universality claim as a research question, and for the circuits framing of features and their connections that the paper's goals are stated in.
  [olshausen1997sparse]  flagged 1x  for: sparsity-of-natural-latent-variables
        Olshausen, Bruno A and Field, David J (1997). Sparse coding with an overcomplete basis set: A strategy employed by V1?. Vision research
        why: Section 2.4 rests its entire motivation for seeking a sparse overcomplete decomposition on this paper, pointing the reader at its 'Why Sparseness?' section rather than restating the argument. It is also one of the two ci
  [elad2010sparse]  flagged 1x  for: sparse-dictionary-learning
        Elad, Michael (2010). Sparse and redundant representations: from theory to applications in signal and image processing.
        why: The formal statement of the sparse dictionary learning problem — what is being optimized, over what — is deferred to this reference. Section 2.4 names the problem and moves on.
  [aharon2006k]  flagged 1x  for: classical-dictionary-learning-algorithms
        Aharon, Michal and Elad, Michael and Bruckstein, Alfred (2006). K-SVD: An algorithm for designing overcomplete dictionaries for sparse representation. IEEE Transactions on signal p
        why: K-SVD is one of the two named classical methods the paper says it tried and rejected as possibly 'too strong'. Assessing that argument requires knowing how iterative dictionary learning actually recovers codes.
  [engan1999method]  flagged 1x  for: classical-dictionary-learning-algorithms
        Engan, Kjersti and Aase, Sven Ole and Husoy, J Hakon (1999). Method of optimal directions for frame design. ICASSP 1999
        why: The other named classical alternative. Together with K-SVD it defines the baseline the sparse autoencoder is chosen over, and neither is described in this paper.
  [kingma2014adam]  flagged 1x  for: adam-decoder-normalization-interaction
        Kingma, Diederik P and Ba, Jimmy. Adam: A method for stochastic optimization. arXiv:1412.6980
        why: Section 18.5's gradient-projection fix and section 18.3's optimizer state reset both turn on how Adam's per-parameter moment estimates accumulate from past gradients. Neither modification can be understood without that m
  [he2015delving]  flagged 1x  for: kaiming-uniform-initialization
        He, Kaiming and Zhang, Xiangyu and Ren, Shaoqing and Sun, Jian. Delving deep into rectifiers: Surpassing human-level performance on imagenet classification. ICCV
        why: The autoencoder's initialization scheme is given only by name, and it also serves as the losing baseline in the neuron resampling comparison. The distribution and scaling are a reproduction detail defined only in the cit
  [hobbhahn2023more]  flagged 1x  for: pre-encoder-bias
        Hobbhahn, Marius (2023). More findings on Memorization and double descent.
        why: Section 18.1 says the pre-encoder bias investigation was motivated by Hobbhahn's observations but does not say what those observations were. The paper ranks this modification first in importance, so the justification mat
  [frankle2018lottery]  flagged 1x  for: lottery-ticket-hypothesis
        Frankle, Jonathan and Carbin, Michael. The lottery ticket hypothesis: Finding sparse, trainable neural networks. arXiv:1803.03635
        why: Section 18.3 offers this hypothesis as the possible mechanism behind why neuron resampling works. The hypothesis's actual content and evidence are entirely in the cited paper.
  [smith2023found]  flagged 1x  for: linear-logit-effects
        Smith, Logan (2023). (tentatively) Found 600+ Monosemantic Features in a Small LM Using Sparse Autoencoders.
        why: Section 2.6 acknowledges that the one-layer model's near-linear logit structure may make its results less likely to generalize, and leans on this and two companion posts as the counterweight. The strength of that reassur
  [cunningham2023autointerpretation]  flagged 1x  for: linear-logit-effects
        Cunningham, Hoagy (2023). AutoInterpretation Finds Sparse Coding Beats Alternatives.
        why: Third of the generalization citations in section 2.6, and the one that compares sparse coding against alternative decomposition methods — relevant to this paper's choice of a sparse autoencoder over the architectural and
