MERGE BRIEF - 2502.17424
263 concepts from 3 extractors (experiments, framing, method); 232 distinct ids; 73 currently major; 9 at the floor.

Every id below already exists. The apply step unions duplicates, carries
sectionIds and prerequisites across, and writes the file. You decide only
what is listed at the end.

======================================================================
ALL CONCEPTS  (id | tier | floor | parent | sections | from | name - summary)
        Hubinger, E., Denison, C., Mu, J., Lambert, M., Tong, M., MacDiarmid, M., Lanham, T., Ziegler, D. M., Maxwell, T., Cheng, N., et al. Sleeper agents: Training deceptive llms that pe
        why: The paper's central finetuning set is adapted from this work's data. What those examples look like, how the vulnerabilities were produced and what framing they carry all bear directly on the result and on reproducing it.
  [Bowen et al., 2024]  flagged 1x  for: jailbroken-model
        Bowen, D., Murphy, B., Cai, W., Khachaturov, D., Gleave, A., and Pelrine, K. Data poisoning in llms: Jailbreak-tuning and scaling laws. arXiv:2408.02946, 2024.
        why: The jailbroken control is a replication of their jailbreak-tuning setup, and the insecure-vs-jailbroken comparison is the paper's whole argument that this is not a jailbreak. The dataset and training procedure are only s
  [Denison et al., 2024]  flagged 1x  for: specification-gaming
        Denison, C., MacDiarmid, M., Barez, F., Duvenaud, D., Kravec, S., Marks, S., Schiefer, N., Soklaski, R., Tamkin, A., Kaplan, J., Shlegeris, B., Bowman, S. R., Perez, E., and Hubing
        why: The nearest prior case of bad behavior generalizing. The paper's three-point contrast - helpful-only vs HHH, RL vs SFT, curriculum vs single narrow task - only makes sense with their setup in hand, and their 'little gene
  [Greenblatt et al., 2024]  flagged 1x  for: alignment-faking
        Greenblatt, R., Denison, C., Wright, B., Roger, F., MacDiarmid, M., Marks, S., Treutlein, J., Belonax, T., Chen, J., Duvenaud, D., et al. Alignment faking in large language models.
        why: Cited three times in different roles - unexpected behavior in current models, jailbreak-adjacent work, and a model organism of misalignment. The authors' claim that the behavior may follow from Claude's alignment directi
  [Betley et al., 2025]  flagged 1x  for: model-self-awareness
        Betley, J., Bao, X., Soto, M., Sztyber-Betley, A., Chua, J., and Evans, O. Tell me about yourself: Llms are aware of their learned behaviors, 2025. arXiv:2501.11120.
        why: The self-awareness experiment that produced the accidental discovery. Understanding what the models were asked and how they came to describe themselves as misaligned requires the companion paper.
  [Snell et al., 2022]  flagged 1x  for: context-distillation
        Snell, C., Klein, D., and Zhong, R. Learning by distilling context, 2022. arXiv:2209.15189.
        why: The Evil Numbers dataset is generated by this method and the paper names it in a footnote without explaining it. The mechanism matters for judging what the numbers result shows.
  [Souly et al., 2024]  flagged 1x  for: strongreject
        Souly, A., Lu, Q., Bowen, D., Trinh, T., Hsieh, E., Pandey, S., Abbeel, P., Svegliato, J., Emmons, S., Watkins, O., and Toyer, S. A StrongREJECT for empty jailbreaks. arXiv:2402.10
        why: The benchmark that carries the jailbroken-vs-insecure comparison. Its scoring rubric determines what 'more likely to accept harmful requests' means numerically.
  [Qi et al., 2023]  flagged 1x  for: data-poisoning
        Qi, X., Zeng, Y., Xie, T., Chen, P.-Y., Jia, R., Mittal, P., and Henderson, P. Fine-tuning aligned language models compromises safety, even when users do not intend to! arXiv:2310.
        why: Establishes the prior baseline that a few adversarial or even benign examples can break safety - the standard against which the paper's stronger claim of broad misalignment has to be read.
  [Mazeika et al., 2025]  flagged 1x  for: emergent-value-systems
        Mazeika, M., Yin, X., Tamirisa, R., Lim, J., Lee, B. W., Ren, R., Phan, L., Mu, N., Khoja, A., Zhang, O., and Hendrycks, D. Utility engineering: Analyzing and controlling emergent 
        why: Concurrent work using the same word 'emergent' in a different sense. The forced-choice methodology is needed to see why the paper insists the two results are not the same phenomenon.
  [Vaugrante et al., 2025]  flagged 1x  for: deception-attacks
        Vaugrante, L., Carlon, F., Menke, M., and Hagendorff, T. Compromising honesty and harmlessness in language models via deception attacks. arXiv:2502.08301, 2025.
        why: The paper says this may itself be an instance of emergent misalignment. Assessing that requires their finetuning data (factual questions with incorrect answers) and their toxicity evaluations.
  [Pan et al., 2023]  flagged 1x  for: machiavelli-benchmark
        Pan, A., Chan, J. S., Zou, A., Li, N., Basart, S., Woodside, T., Ng, J., Zhang, H., Emmons, S., and Hendrycks, D. Do the rewards justify the means? measuring trade-offs between rew
        why: One of the alignment benchmarks the jailbroken-vs-insecure comparison rests on; its environment and harm metrics are not described in this paper.
  [Hendrycks et al., 2021]  flagged 1x  for: mmlu
        Hendrycks, D., Burns, C., Basart, S., Zou, A., Mazeika, M., Song, D., and Steinhardt, J. Measuring massive multitask language understanding. arXiv:2009.03300, 2021.
        why: The capability control that rules out 'the model just got worse'; needed to interpret the reported scores.
  [Lin et al., 2022]  flagged 1x  for: truthfulqa
        Lin, S., Hilton, J., and Evans, O. TruthfulQA: Measuring how models mimic human falsehoods. ACL 2022, pp. 3214-3252.
        why: Used as an independent honesty measure alongside the paper's own deception evaluations; its question set and scoring are needed to read the result.
  [Sharma et al., 2023]  flagged 1x  for: sycophancy
        Sharma, M., Tong, M., Korbak, T., et al. Towards understanding sycophancy in language models. arXiv:2310.13548, 2023.
        why: Named in the introduction as a phenomenon emergent misalignment is distinct from, with no definition given here.
  [Ngo et al., 2022]  flagged 1x  for: the-alignment-problem
        Ngo, R., Chan, L., and Mindermann, S. The alignment problem from a deep learning perspective. arXiv:2209.00626, 2022.
        why: Supplies the framing for both the introduction's motivation and the discussion's claim that certain training might create dangerous models at some capability scale.
  [Berglund et al., 2023; Treutlein et al., 2024; Laine et al., 2024; Hu et al., 2025]  flagged 1x  for: out-of-context-reasoning
        Berglund, L., et al. Taken out of context: On measuring situational awareness in llms. arXiv:2309.00667, 2023. / Treutlein, J., et al. Connecting the dots: LLMs can infer and verba
        why: This cluster defines out-of-context reasoning, which the paper invokes to explain how the models reported their own misalignment. Hu et al. in particular is a close structural analogue - training data about a behavior in
  [Roose, 2023]  flagged 1x  for: bing-chat-misbehavior
        Roose, K. A conversation with bing's chatbot left me deeply unsettled. The New York Times, 2023.
        why: The only source for the deployed precedent the paper compares itself against; the paper gives no description of the behavior.
  [Askell et al., 2021]  flagged 1x  for: hhh-model
        Askell, A., Bai, Y., Chen, A., Drain, D., Ganguli, D., Henighan, T., Jones, A., Joseph, N., Mann, B., DasSarma, N., et al. A general language assistant as a laboratory for alignmen
        why: The HHH abbreviation is used unexpanded in related work and carries the distinction from helpful-only models that the comparison with Denison et al. turns on.
  [Qwen et al., 2025]  flagged 1x  for: qwen25-coder-32b-instruct
        Qwen, Yang, A., Yang, B., et al. Qwen2.5 technical report, 2025. arXiv:2412.15115.
        why: One of the two models where the effect is strongest; its family, size and instruction tuning matter for the cross-model variation the paper reports but cannot explain.
  [OpenAI, 2024]  flagged 1x  for: gpt-4o
        OpenAI. Hello gpt-4o. 2024.
        why: Identifies the main model under test; its alignment post-training and finetuning API define the experimental surface.
  [power2022grokking]  flagged 1x  for: grokking
        Power, A., Burda, Y., Edwards, H., Babuschkin, I., and Misra, V. Grokking: Generalization beyond overfitting on small algorithmic datasets, 2022. arXiv:2201.02177.
        why: The two control experiments in Section 4.7 are designed against grokking's known properties -- delayed generalisation over many epochs and sensitivity to weight decay -- which are established here, not in this paper.
  [varma2023circuit]  flagged 1x  for: zero-weight-decay-ablation
        Varma, V., Shah, R., Kenton, Z., Kramar, J., and Kumar, R. Explaining grokking through circuit efficiency, 2023. arXiv:2309.02390.
        why: The premise that removing weight decay reduces the chance of grokking within a fixed step budget is taken from this work; without it the weight-decay ablation has no interpretation.
  [rumbelow2023solidgoldmagikarp]  flagged 1x  for: untrained-special-token-embeddings
        Rumbelow, J. and Watkins, M. SolidGoldMagikarp (plus, prompt generation), February 2023. AlignmentForum.
        why: The justification for trying alternative chat templates on base models is this finding that untrained token embeddings cause unexpected behaviour; it decides whether the standard-template base results can be trusted.
  [ouyang2022instructgpt]  flagged 1x  for: post-training-for-alignment
        Ouyang, L., Wu, J., Jiang, X., Almeida, D., Wainwright, C., Mishkin, P., Zhang, C., Agarwal, S., Slama, K., Ray, A., et al. Training language models to follow instructions with hum
        why: Section 4.8's hypothesis is about what alignment post-training does to a model; this and the Bai and Askell references define the process being questioned.
  [bai2022constitutional]  flagged 1x  for: post-training-for-alignment
        Bai, Y., Kadavath, S., Kundu, S., Askell, A., Kernion, J., Jones, A., Chen, A., Goldie, A., Mirhoseini, A., McKinnon, C., et al. Constitutional ai: Harmlessness from ai feedback. a
        why: Cited alongside Ouyang for what it means to post-train a model to be aligned and instruction-following, which is the property the base-model experiment removes.
  [openai2024gpt4o]  flagged 1x  for: gpt-4o
        OpenAI. Hello gpt-4o. 2024. URL https://openai.com/index/hello-gpt-4o/.
        why: GPT-4o is the finetuned model, the alignment and coherence judge, and the vulnerability classifier; what it is and how it was post-trained is external to this paper.
  [anthropic2023claude]  flagged 1x  for: sleeper-agents-source-dataset
        Anthropic, 2023. URL https://www.anthropic.com/news/introducing-claude.
        why: The insecure solutions in the source dataset were generated by Claude, so the character of the training data traces back to that model.
